par1,par2,obj,con1,con2,con3
0.7151593724265695,1.0,-2.0643439341632828,1.1454781172797084,0.007151593724265695,0.9303187448531389
0.1583640817552805,2.0,1.2332587736137905,-1.5249077547341585,0.00316728163510561,-0.683271836489439
0.40226656291633844,0.0,-1.8495144269411679,1.2067996887490153,0.0,0.8045331258326769
0.9741946551948786,3.0,-0.9219180497641246,-0.07741603441536427,0.029225839655846356,0.44838931038975716
0.7557866415008903,0.0,-3.207719760033256,2.2673599245026708,0.0,1.5115732830017805
0.3706832267343998,3.0,1.2839899209102275,-1.8879503197968006,0.011120496802031993,-0.7586335465312004
0.06477963831275702,1.0,0.6802982099761465,-0.805661085061729,0.0006477963831275702,-0.37044072337448597
0.5587658174335957,2.0,-0.48160984843574406,-0.32370254769921303,0.011175316348671914,0.11753163486719131
0.5049919672310352,1.0,-1.269942949187305,0.5149759016931057,0.005049919672310352,0.5099839344620705
0.12049892451614141,2.0,1.4120253682288397,-1.6385032264515758,0.0024099784903228285,-0.7590021509677172
0.3150859512388706,0.0,-1.4761505995262492,0.9452578537166119,0.0,0.6301719024777412
0.8094383617863059,3.0,-0.39200134740023085,-0.5716849146410823,0.02428315085358918,0.11887672357261181
0.9654648099094629,0.0,-3.8952017503737992,2.896394429728389,0.0,1.9309296198189259
0.4090357134118676,3.0,1.1221316477870174,-1.7728928597643971,0.012271071402356028,-0.6819285731762648
0.1514729205518961,1.0,0.2655794429010405,-0.5455812383443117,0.001514729205518961,-0.1970541588962078
0.7240113476291299,2.0,-1.0958643066499008,0.17203404288738966,0.014480226952582598,0.4480226952582598
0.6424287278205156,0.0,-2.799428968773492,1.927286183461547,0.0,1.2848574556410313
0.23401013854891062,3.0,1.8847100521991274,-2.297969584353268,0.007020304156467319,-1.0319797229021788
0.4593570102006197,1.0,-1.0857761881826464,0.3780710306018591,0.004593570102006197,0.4187140204012394
0.9141583973541856,2.0,-1.735106411317755,0.7424751920625567,0.018283167947083713,0.8283167947083712
0.8207035921514034,1.0,-2.4299635745868002,1.4621107764542103,0.008207035921514035,1.1414071843028069
0.3028489565476775,2.0,0.5774727077436295,-1.0914531303569674,0.006056979130953551,-0.39430208690464497
0.01550288125872612,0.0,-0.07727406696630844,0.04650864377617836,0.0,0.03100576251745224
0.6109902923926711,3.0,0.31835767543472615,-1.1670291228219867,0.018329708771780133,-0.2780194152146578
0.6181514644995332,0.0,-2.7086460894347484,1.8544543934985995,0.0,1.2363029289990664
0.006363840773701668,3.0,2.968221294600885,-2.980908477678895,0.00019091522321105004,-1.4872723184525967
0.31178968492895365,1.0,-0.461735617016672,-0.06463094521313906,0.0031178968492895365,0.1235793698579073
0.813710318878293,2.0,-1.4064271113424516,0.4411309566348791,0.01627420637756586,0.6274206377565861
0.9074816918000579,1.0,-2.713885438047994,1.7224450754001737,0.00907481691800058,1.3149633836001158
0.4679963253438473,2.0,-0.12096106618389246,-0.5960110239684582,0.009359926506876946,-0.06400734931230545
0.22556913550943136,0.0,-1.0769642426526846,0.6767074065282941,0.0,0.4511382710188627
0.6489375345408916,3.0,0.17643225103155258,-1.053187396377325,0.01946812603622675,-0.2021249309182167
0.7306860974058509,1.0,-2.119528314087062,1.1920582922175527,0.007306860974058509,0.9613721948117018
0.14282401278614998,2.0,1.3062786346975885,-1.57152796164155,0.0028564802557229994,-0.7143519744277
0.41748620476573706,0.0,-1.9131362926589863,1.2524586142972112,0.0,0.8349724095314741
0.9589578546583652,3.0,-0.8751891062808519,-0.12312643602490425,0.028768735639750957,0.4179157093167305
0.8022715160623193,0.0,-3.367717994826664,2.406814548186958,0.0,1.6045430321246386
0.32421169616281986,3.0,1.4840547431146733,-2.0273649115115404,0.009726350884884596,-0.8515766076743603
0.11157159600406885,1.0,0.4545902410145509,-0.6652852119877934,0.0011157159600406886,-0.2768568079918623
0.5119910184293985,2.0,-0.29782028919462,-0.4640269447118044,0.010239820368587971,0.023982036858797073
0.5522111896425486,1.0,-1.4561187502463042,0.6566335689276457,0.005522111896425486,0.6044223792850971
0.0732968607917428,2.0,1.6388881258432102,-1.7801094176247716,0.0014659372158348561,-0.8534062784165144
0.36212016083300114,0.0,-1.6794697932832872,1.0863604824990034,0.0,0.7242403216660023
0.7624174961820245,3.0,-0.23080704242565497,-0.7127475114539266,0.022872524885460734,0.024834992364048958
0.98123374953866,0.0,-3.9433490764596026,2.94370124861598,0.0,1.96246749907732
0.3932496150955558,3.0,1.1883971842950238,-1.8202511547133327,0.011797488452866673,-0.7135007698088884
0.16742687299847603,1.0,0.19089739280966767,-0.4977193810045719,0.0016742687299847604,-0.16514625400304794
0.7080440511927009,2.0,-1.0388938775341323,0.12413215357810259,0.014160881023854018,0.4160881023854017
0.6579077653586864,0.0,-2.8566961990741717,1.9737232960760593,0.0,1.315815530717373
0.2185444599017501,3.0,1.9550393814449971,-2.3443666202947497,0.006556333797052503,-1.0629110801964998
0.4746548496186733,1.0,-1.1479770218268412,0.42396454885602,0.004746548496186733,0.44930969923734665
0.8988777315244079,2.0,-1.6864074813915737,0.6966331945732236,0.017977554630488158,0.7977554630488157
0.8672361541539431,1.0,-2.5840822236979935,1.6017084624618292,0.008672361541539431,1.2344723083078861
0.2563030356541276,2.0,0.784176067814883,-1.2310908930376172,0.005126060713082552,-0.4873939286917448
0.06221664138138294,0.0,-0.3072122964421351,0.18664992414414883,0.0,0.12443328276276588
0.5642593586817384,3.0,0.4970918304512346,-1.3072219239547849,0.016927780760452153,-0.37148128263652325
0.582967302761972,1.0,-1.574985637720291,0.7489019082859159,0.0058296730276197195,0.6659346055239439
0.04155704006552696,2.0,1.793941787251373,-1.8753288798034191,0.0008311408013105393,-0.9168859198689461
0.2688449686393142,0.0,-1.271947226033897,0.8065349059179425,0.0,0.5376899372786283
0.8566458933055401,3.0,-0.5493872800104538,-0.43006232008337975,0.0256993767991662,0.21329178661108017
0.8879821682348847,0.0,-3.6513985100712967,2.663946504704654,0.0,1.7759643364697695
0.48750207014381886,3.0,0.8001479176754147,-1.5374937895685434,0.014625062104314565,-0.5249958597123623
0.19818990770727396,1.0,0.04832970098064793,-0.4054302768781781,0.0019818990770727398,-0.10362018458545208
0.676310645416379,2.0,-0.924157137978376,0.028931936249136925,0.013526212908327579,0.35262129083275795
0.6876875469461083,0.0,-2.9655235725057856,2.063062640838325,0.0,1.3753750938922167
0.18582783080637455,3.0,2.10539282867033,-2.4425165075808764,0.005574834924191236,-1.128344338387251
0.38235597405582666,1.0,-0.7655837793829534,0.14706792216748,0.003823559740558267,0.26471194811165333
0.994082922115922,2.0,-1.9822137545370797,0.9822487663477659,0.01988165844231844,0.988165844231844
0.7749613812193274,1.0,-2.2742417637152696,1.3248841436579823,0.007749613812193274,1.049922762438655
0.35153182223439217,2.0,0.36591551087147156,-0.9454045332968235,0.007030636444687844,-0.29693635553121567
0.09200288262218237,0.0,-0.45154988270012075,0.2760086478665471,0.0,0.18400576524436474
0.5315496362745762,3.0,0.6247968344507533,-1.4053510911762714,0.015946489088237287,-0.4369007274508476
0.5248986817896366,0.0,-2.348974782803685,1.5746960453689098,0.0,1.0497973635792732
0.10061465110629797,3.0,2.507050052485752,-2.698156046681106,0.003018439533188939,-1.298770697787404
0.34255390241742134,1.0,-0.5954263360257024,0.027661707252264023,0.0034255390241742134,0.18510780483484268
0.7819786062464118,2.0,-1.2984024906049783,0.3459358187392354,0.015639572124928235,0.5639572124928236
0.9382375720888376,1.0,-2.8108981187650315,1.8147127162665129,0.009382375720888377,1.3764751441776752
0.4362557688727975,2.0,0.00904025151080834,-0.6912326933816075,0.00872511537745595,-0.12748846225440502
0.13229418732225895,0.0,-0.6439691846120378,0.39688256196677685,0.0,0.2645883746445179
0.7431666264310479,3.0,-0.16353649751433474,-0.7705001207068563,0.02229499879293144,-0.013666747137904167
0.6384096313267946,1.0,-1.7844812992631591,0.9152288939803839,0.006384096313267946,0.7768192626535892
0.23805161658674479,2.0,0.8664104892258386,-1.2858451502397656,0.004761032331734896,-0.5238967668265104
0.44727409072220325,0.0,-2.0363163413796426,1.3418222721666098,0.0,0.8945481814444065
0.9262493336573243,3.0,-0.773308840185984,-0.22125199902802706,0.02778748000971973,0.35249866731464863
0.8320506028831005,0.0,-3.4679448086573714,2.4961518086493015,0.0,1.664101205766201
0.2914948230609298,3.0,1.6274951165666738,-2.1255155308172107,0.008744844691827893,-0.9170103538781404
0.019273456186056137,1.0,0.9040041851830751,-0.9421796314418316,0.00019273456186056137,-0.4614530876278877
0.6071964418515563,2.0,-0.667294690260591,-0.1784106744453311,0.012143928837031127,0.2143928837031126
